track_id,rms,spectral,rolloff,Chromatic scale,Predominant Key,MFCC,key,mode,scale_name,key_full,key_correlation,scale_correlation,scale_pitches,arousal_mean,valence_mean
482,0.049014337,1510.5948747771984,3208.880149605348,0.28133562,G,-277.3636,G,phrygian,Phrygian,G Phrygian,1.5512586832046509,0.1043630103979792,"G4, A-4, B-4, C5, D5, E-5, F5, G5",3.5,1.9
484,0.15604408,2855.0617199061426,5782.424969208849,0.52508014,E,-180.99957,E,major,Major Pentatonic,E Major Pentatonic,1.086375117301941,0.0861186429858207,"E4, F#4, G#4, B4, C#5, E5",6.5,6.4
485,0.11239828,614.2485493555922,1135.410282095683,0.28027877,C#,-277.543,C#,minor,Minor Pentatonic,C# Minor Pentatonic,1.6893961429595947,0.1022232361137867,"C#4, E4, F#4, G#4, B4, C#5",3.7,2.6
486,0.36071283,1437.4700968192108,3116.029775345344,0.4285472,A,-42.543026,A,minor,Minor Pentatonic,A Minor Pentatonic,1.6965737342834473,0.0988553673028946,"A4, C5, D5, E5, G5, A5",5.7,6.2
487,0.18077223,1813.716081673452,3890.903365593605,0.3943648,E,-151.63214,E,major,Major Pentatonic,E Major Pentatonic,1.7947344779968262,0.1018659621477127,"E4, F#4, G#4, B4, C#5, E5",5.3,4.5
488,0.024168752,951.9793554682096,1482.118944406878,0.2449204,C#,-406.1073,C#,arabic,Arabic,C# Arabic,3.393110513687134,0.1189514550247362,"C#4, D4, F4, F#4, G#4, A4, C5, C#5",3.4,1.6
489,0.12167976,2121.533707182832,4651.73766240823,0.32945806,E,-125.21224,E,minor,Minor Pentatonic,E Minor Pentatonic,1.535295486450195,0.0995664820075035,"E4, G4, A4, B4, D5, E5",5.2,4.6
490,0.06256828,1880.2903918358727,3924.7119367030527,0.4226865,F,-262.6953,F,arabic,Arabic,F Arabic,1.2622908353805542,0.0881118806345122,"F4, F#4, A4, A#4, C5, C#5, E5, F5",3.7,3.9
492,0.16412093,1336.7383020287311,2718.483647611952,0.4263971,A,-169.83731,A,major,Major Pentatonic,A Major Pentatonic,1.3790324926376345,0.0920761376619339,"A4, B4, C#5, E5, F#5, A5",4.8,4.4
493,0.1378286,986.645745281206,1892.004186992852,0.326156,G,-165.92732,G,major,Major Pentatonic,G Major Pentatonic,1.8617881536483765,0.1018816374242305,"G4, A4, B4, D5, E5, G5",4.9,3.7
494,0.07200116,1618.900668989447,2857.905588051708,0.36163247,C#,-321.1885,C#,minor,Minor Pentatonic,C# Minor Pentatonic,1.6870570182800293,0.0907922141253948,"C#4, E4, F#4, G#4, B4, C#5",4.1,3.7
496,0.07350134,1956.3206851352704,4038.591094656089,0.44375956,A,-283.1839,A,blues,Blues,A Blues,1.3218307495117188,0.0922192558646202,"A4, C5, D5, D#5, E5, G5, A5",5.9,4.7
497,0.16874287,2437.8065614812394,4907.189450608086,0.50616163,G#,-143.35132,G#,enigmatic,Enigmatic,G# Enigmatic,1.315476417541504,0.0894209715936865,"G#4, A4, C5, D5, E5, F#5, G5, G#5",5.7,6.2
498,0.13386442,1184.6879961204063,2544.800823512365,0.41914195,C#,-171.26555,C#,major,Major Pentatonic,C# Major Pentatonic,1.6347485780715942,0.0937702909111976,"C#4, D#4, F4, G#4, A#4, C#5",2.8,2.9
499,0.19478819,1233.8055348919152,2487.023944648377,0.39740244,B,-144.7672,B,major,Major,B Major,1.409786343574524,0.0917633346148899,"B4, C#5, D#5, E5, F#5, G#5, A#5, B5",3.6,3.6
500,0.29455927,4498.6396514965,8002.581850032217,0.6415991,G#,-6.547133,G#,minor,Neapolitan Minor,G# Neapolitan Minor,1.1989619731903076,0.0863060759646552,"G#4, A4, B4, C#5, D#5, E5, G5, G#5",5.2,6.0
501,0.068912,699.5579207883536,1250.8838494373067,0.43660206,F,-357.27692,F,major,Major Pentatonic,F Major Pentatonic,1.4082534313201904,0.0995956324040889,"F4, G4, A4, C5, D5, F5",4.4,2.5
502,0.1524286,1969.0838623013967,4168.11775128866,0.3431456,D,-115.97213,D,arabic,Arabic,D Arabic,1.936621189117432,0.0976441816559859,"D4, D#4, F#4, G4, A4, A#4, C#5, D5",4.6,4.8
503,0.22466503,2499.619103106944,5789.053556981743,0.33977062,G#,-53.68622,G#,arabic,Arabic,G# Arabic,1.738373041152954,0.09510423881667,"G#4, A4, C5, C#5, D#5, E5, G5, G#5",6.4,5.8
504,0.060446758,1694.78175691998,3019.984589330564,0.3354343,F,-203.74295,F,enigmatic,Enigmatic,F Enigmatic,1.5365033149719238,0.0915586506681782,"F4, F#4, A4, B4, C#5, D#5, E5, F5",4.0,4.8
506,0.24279802,964.8329156266232,1506.1593623212905,0.2702316,F#,-159.43588,F#,minor,Neapolitan Minor,F# Neapolitan Minor,2.080116033554077,0.1030610847686018,"F#4, G4, A4, B4, C#5, D5, F5, F#5",4.1,2.9
507,0.09813937,975.373459054438,1814.6274464400772,0.28964683,G#,-282.32828,G#,enigmatic,Enigmatic,G# Enigmatic,1.6326253414154053,0.0961133725941181,"G#4, A4, C5, D5, E5, F#5, G5, G#5",4.8,4.9
512,0.03386656,2321.925732772303,4739.945028738408,0.23265436,D,-294.7662,D,major,Major Pentatonic,D Major Pentatonic,1.7966748476028442,0.1034485608339309,"D4, E4, F#4, A4, B4, D5",5.4,5.1
513,0.046300117,834.2106747033832,1326.4830316605487,0.19494697,A,-380.44113,A,minor,Minor Pentatonic,A Minor Pentatonic,2.498498916625977,0.1250478651374578,"A4, C5, D5, E5, G5, A5",4.2,3.1
514,0.16836213,1833.2485837041647,4552.71377209718,0.42568383,A,-172.17065,A,major,Major,A Major,1.2436898946762085,0.0895759676183973,"A4, B4, C#5, D5, E5, F#5, G#5, A5",5.8,4.3
515,0.04458891,1419.387057214046,2613.3443039388526,0.2509479,D,-266.79163,D,minor,Hungarian Minor,D Hungarian Minor,2.7002525329589844,0.111053885093757,"D4, E4, F4, G#4, A4, A#4, C#5, D5",3.4,3.8
518,0.095398344,1100.9210522913584,1844.8996117899924,0.36666203,D,-172.0637,D,minor,Neapolitan Minor,D Neapolitan Minor,2.4388818740844727,0.1049624090748173,"D4, D#4, F4, G4, A4, A#4, C#5, D5",3.4,4.1
519,0.44515964,1924.831426128367,4113.790322824092,0.4714543,E,39.489563,E,arabic,Arabic,E Arabic,1.4857953786849976,0.0939592868089675,"E4, F4, G#4, A4, B4, C5, D#5, E5",5.3,6.8
520,0.13554949,1369.2721884429425,2921.5486741692425,0.35898533,E,-181.648,E,minor,Minor Pentatonic,E Minor Pentatonic,1.428688883781433,0.0933706417679786,"E4, G4, A4, B4, D5, E5",5.5,4.0
521,0.068277545,1971.9838618028884,3985.2797675378542,0.28107727,G,-179.90724,G,major,Major Pentatonic,G Major Pentatonic,2.630820751190185,0.1137135103344917,"G4, A4, B4, D5, E5, G5",4.6,3.8
522,0.091490634,1512.21110741826,2840.9960786562983,0.29713523,C,-208.53421,C,minor,Harmonic Minor,C Harmonic Minor,1.82681941986084,0.0943063800888402,"C4, D4, E-4, F4, G4, A-4, B4, C5",2.7,3.5
523,0.22307035,1935.434692008357,3854.848285657361,0.4731367,E,-38.26959,E,arabic,Arabic,E Arabic,1.8122889995574951,0.0960240268281528,"E4, F4, G#4, A4, B4, C5, D#5, E5",5.9,5.1
524,0.09305211,1312.4588131234452,2890.4828824702,0.45206237,F,-223.60251,F,minor,Neapolitan Minor,F Neapolitan Minor,1.8423858880996704,0.0958544936563287,"F4, F#4, G#4, A#4, C5, C#5, E5, F5",4.0,3.3
525,0.07943652,966.3096579734232,1923.131481052674,0.26213545,F,-268.93533,F,minor,Neapolitan Minor,F Neapolitan Minor,2.736626625061035,0.1017245315015316,"F4, F#4, G#4, A#4, C5, C#5, E5, F5",4.8,4.3
527,0.094193295,1249.548490357732,2594.928478494494,0.29720923,A,-203.96506,A,minor,Minor Pentatonic,A Minor Pentatonic,2.7979073524475098,0.1031345725059509,"A4, C5, D5, E5, G5, A5",5.7,4.0
529,0.1264201,1540.8077626473682,3435.938896887081,0.40241417,F,-169.41875,F,arabic,Arabic,F Arabic,1.8201231956481931,0.0949823175157819,"F4, F#4, A4, A#4, C5, C#5, E5, F5",5.8,4.7
530,0.14014094,1773.6731375048273,3469.2709633738723,0.43100396,F#,-78.306564,F#,phrygian,Phrygian,F# Phrygian,1.7305914163589478,0.096297909106527,"F#4, G4, A4, B4, C#5, D5, E5, F#5",3.5,3.3
535,0.13119537,1888.3663912343504,4020.121378161244,0.3132113,D,-99.5881,D,major,Major,D Major,2.3488264083862305,0.1064956574035542,"D4, E4, F#4, G4, A4, B4, C#5, D5",6.5,6.1
536,0.12147106,2320.1736229543776,4166.735852428318,0.29193282,B,-163.70995,B,minor,Minor Pentatonic,B Minor Pentatonic,1.6503382921218872,0.1104628376662731,"B4, D5, E5, F#5, A5, B5",4.5,5.1
537,0.079311535,2797.35916494566,5670.486003443138,0.5481764,F#,-73.41999,F#,arabic,Arabic,F# Arabic,1.4345747232437134,0.0937712075454848,"F#4, G4, A#4, B4, C#5, D5, F5, F#5",2.6,5.0
540,0.1264188,1543.1830658221108,3575.8658686372423,0.2778457,G#,-205.45987,G#,enigmatic,Enigmatic,G# Enigmatic,3.164182186126709,0.1128935433392013,"G#4, A4, C5, D5, E5, F#5, G5, G#5",4.4,4.1
544,0.20965183,1539.4383070494548,3269.1065208199097,0.3839732,A,-102.48215,A,major,Major Pentatonic,A Major Pentatonic,1.930815815925598,0.1142123147845268,"A4, B4, C#5, E5, F#5, A5",4.5,4.8
547,0.09681188,1665.0741852037384,3769.053836215224,0.27137122,C#,-292.95782,C#,enigmatic,Enigmatic,C# Enigmatic,2.074082136154175,0.099208871700934,"C#4, D4, F4, G4, A4, B4, C5, C#5",4.8,3.4
550,0.12453626,1628.882449626152,3347.2260417672915,0.37653401,A,-127.44599,A,arabic,Arabic,A Arabic,1.5004360675811768,0.0927664680140359,"A4, A#4, C#5, D5, E5, F5, G#5, A5",5.9,4.2
551,0.062293623,1136.527072791156,2215.4016132148377,0.29667795,A#,-312.12558,A#,major,Major Pentatonic,A# Major Pentatonic,1.5534151792526243,0.0939789004623889,"A#4, C5, D5, F5, G5, A#5",4.0,3.2
554,0.053823207,771.8094746251705,1151.3773757486476,0.23474893,D#,-351.45337,D#,major,Major Pentatonic,D# Major Pentatonic,2.371661901473999,0.1123966760933399,"D#4, F4, G4, A#4, C5, D#5",5.0,2.8
555,0.37518466,1440.5007282418812,3033.9073971213293,0.40465543,E,-36.170643,E,major,Harmonic Major,E Harmonic Major,1.3360812664031982,0.0901309688176427,"E4, F#4, G#4, A4, B4, C5, D#5, E5",4.8,5.2
556,0.09200152,2019.3303485924032,3832.144679168277,0.2751139,A,-208.26569,A,minor,Minor Pentatonic,A Minor Pentatonic,1.5399163961410522,0.1050596132874488,"A4, C5, D5, E5, G5, A5",6.1,5.6
558,0.08896113,2104.4400367417875,4055.930239929482,0.3045574,C,-287.62268,C,phrygian,Phrygian,C Phrygian,1.534629225730896,0.0921681661690984,"C4, D-4, E-4, F4, G4, A-4, B-4, C5",3.2,2.8
560,0.07482628,844.8552477342193,1573.0110274584622,0.33050168,D,-304.33743,D,arabic,Arabic,D Arabic,2.200392484664917,0.1005527542105742,"D4, D#4, F#4, G4, A4, A#4, C#5, D5",4.6,2.9
561,0.1017556,1590.4496270348377,3321.746322789143,0.41080138,A,-140.48676,A,minor,Minor Pentatonic,A Minor Pentatonic,1.1684632301330566,0.0897167935967445,"A4, C5, D5, E5, G5, A5",7.0,6.9
564,0.24527681,1670.6794177333147,3617.9996920884855,0.436575,A,-82.54161,A,major,Major Pentatonic,A Major Pentatonic,1.2153825759887695,0.0904358133673668,"A4, B4, C#5, E5, F#5, A5",4.9,4.7
565,0.092361026,1051.749590492025,1897.4013551125383,0.3658724,G#,-226.90842,G#,minor,Minor Pentatonic,G# Minor Pentatonic,1.635680079460144,0.0986173316836357,"G#4, B4, C#5, D#5, F#5, G#5",3.0,3.1
568,0.08464833,997.8905812714326,1933.3042545908504,0.41653714,A#,-203.62675,A#,major,Major Pentatonic,A# Major Pentatonic,1.4289764165878296,0.0940424762666225,"A#4, C5, D5, F5, G5, A#5",3.1,5.4
574,0.13353392,1277.0338166146803,2671.237668445711,0.27973318,A,-181.35912,A,mixolydian,Mixolydian,A Mixolydian,1.3770804405212402,0.0911928383367402,"A4, B4, C#5, D5, E5, F#5, G5, A5",4.8,4.5
577,0.06184278,1588.740774204562,3322.229154921069,0.39793068,D,-212.18108,D,major,Major Pentatonic,D Major Pentatonic,1.4053571224212646,0.0960454538464546,"D4, E4, F#4, A4, B4, D5",5.5,5.6
579,0.110637166,1114.9582527440668,2244.187099810728,0.4352879,E,-177.10167,E,minor,Neapolitan Minor,E Neapolitan Minor,1.7337031364440918,0.0950542534036295,"E4, F4, G4, A4, B4, C5, D#5, E5",3.2,3.1
580,0.035163105,768.569225573469,1127.3480517049843,0.21793939,D#,-393.69922,D#,major,Major Pentatonic,D# Major Pentatonic,3.0038743019104004,0.1122869037091732,"D#4, F4, G4, A#4, C5, D#5",4.4,2.4
581,0.20391692,3011.5810023666254,6664.875824116113,0.3532683,E,-57.332108,E,major,Major Pentatonic,E Major Pentatonic,1.4968262910842896,0.0921553373336792,"E4, F#4, G#4, B4, C#5, E5",6.0,5.3
582,0.15758392,1430.6541720590094,3087.922375865818,0.35945457,F#,-131.0019,F#,major,Major Pentatonic,F# Major Pentatonic,1.870223879814148,0.1033866643905639,"F#4, G#4, A#4, C#5, D#5, F#5",4.9,3.1
584,0.071632,1078.9234942322498,1958.9612439021448,0.27153218,B,-271.57657,B,minor,Melodic Minor,B Melodic Minor,1.821395993232727,0.0947538811181272,"B4, C#5, D5, E5, F#5, G#5, A#5, B5",2.4,2.5
585,0.22287373,1326.035275773947,2607.203846478941,0.30839002,B,-117.91395,B,minor,Minor Pentatonic,B Minor Pentatonic,1.4439854621887207,0.0920424550771713,"B4, D5, E5, F#5, A5, B5",4.2,4.0
586,0.08045127,1574.367896222625,3425.426736681318,0.39071876,E,-174.9824,E,dorian,Dorian,E Dorian,1.2045148611068726,0.088141986301967,"E4, F#4, G4, A4, B4, C#5, D5, E5",5.9,5.2
591,0.1526936,1539.7346392301392,3173.000727388048,0.3261477,G,-139.14319,G,major,Major Pentatonic,G Major Pentatonic,1.3460125923156738,0.0925975039601326,"G4, A4, B4, D5, E5, G5",6.2,5.7
592,0.10594203,1766.7031345229882,3497.3815823633117,0.24918343,A,-162.79504,A,minor,Natural Minor,A Natural Minor,1.7744369506835938,0.0976720452308654,"A4, B4, C5, D5, E5, F5, G5, A5",5.09,5.45
594,0.12321096,1471.393215785434,3065.8632918155918,0.32372978,F,-170.57877,F,major,Major Pentatonic,F Major Pentatonic,1.4534279108047483,0.0925599753856658,"F4, G4, A4, C5, D5, F5",3.1,4.2
597,0.19366868,1478.7090542977712,3356.67118033183,0.35065904,B,-132.19046,B,minor,Hungarian Minor,B Hungarian Minor,1.2869019508361816,0.0895900907261031,"B4, C#5, D5, F5, F#5, G5, A#5, B5",6.4,4.8
598,0.10790987,1842.3222128775255,4306.407653714258,0.24817017,G,-172.80869,G,minor,Neapolitan Minor,G Neapolitan Minor,3.963303804397583,0.1191916125161307,"G4, G#4, A#4, C5, D5, D#5, F#5, G5",5.6,4.0
600,0.0775362,1647.2129903472046,3321.935015806218,0.28948787,B,-220.30402,B,minor,Minor Pentatonic,B Minor Pentatonic,1.439202904701233,0.0953804269433021,"B4, D5, E5, F#5, A5, B5",4.0,3.5
605,0.14000233,1895.114015885912,4399.934531068876,0.3245522,D,-143.12999,D,minor,Melodic Minor,D Melodic Minor,1.526051044464111,0.0896057970821857,"D4, E4, F4, G4, A4, B4, C#5, D5",6.0,4.4
606,0.14626674,1588.07703345454,3285.449822498068,0.4497374,E,-110.77484,E,major,Major Pentatonic,E Major Pentatonic,1.4881261587142944,0.0996331483125686,"E4, F#4, G#4, B4, C#5, E5",5.6,4.1
607,0.073439464,1302.7562683793954,2464.619392316366,0.30795386,E,-201.22577,E,minor,Neapolitan Minor,E Neapolitan Minor,2.4203128814697266,0.1087307780981063,"E4, F4, G4, A4, B4, C5, D#5, E5",6.1,4.4
608,0.07243756,888.981826178573,1814.6551954131764,0.32734334,F,-262.68146,F,minor,Hungarian Minor,F Hungarian Minor,2.396492958068848,0.1075689478644302,"F4, G4, G#4, B4, C5, C#5, E5, F5",3.8,2.9
609,0.2250401,1957.2967171905,4655.334220964884,0.51004297,A,-68.58566,A,major,Neapolitan Major,A Neapolitan Major,1.3284486532211304,0.0884841435721942,"A4, A#4, C5, D5, E5, F#5, G#5, A5",5.55,5.3
610,0.18261947,1454.158794794782,3114.6652292431413,0.35031912,D,-166.29095,D,enigmatic,Enigmatic,D Enigmatic,2.557096004486084,0.1015492102929524,"D4, D#4, F#4, G#4, A#4, C5, C#5, D5",6.5,6.3
611,0.162932,1760.5613507292546,3696.16876661163,0.46588853,G,-83.810776,G,major,Major Pentatonic,G Major Pentatonic,1.5838422775268557,0.0967460379004478,"G4, A4, B4, D5, E5, G5",4.8,5.1
612,0.0831634,2456.3045573631125,5076.244626642195,0.3171758,G,-126.197174,G,major,Major Pentatonic,G Major Pentatonic,1.680539846420288,0.1195217534899711,"G4, A4, B4, D5, E5, G5",6.6,5.6
613,0.14843917,1596.1391852795568,3233.032855790915,0.28204244,G,-124.97386,G,mixolydian,Mixolydian,G Mixolydian,2.1125235557556152,0.1026359514466353,"G4, A4, B4, C5, D5, E5, F5, G5",6.8,5.2
614,0.14846273,1878.108366584424,3754.465396179482,0.3544663,D#,-121.88703,D#,minor,Harmonic Minor,D# Harmonic Minor,1.761030197143555,0.0962383917399815,"D#4, E#4, F#4, G#4, A#4, B4, C##5, D#5",3.7,4.3
615,0.044126347,1986.8091096022636,3740.2486008138526,0.30705014,F#,-320.49902,F#,major,Neapolitan Major,F# Neapolitan Major,1.3738998174667358,0.0871201955846377,"F#4, G4, A4, B4, C#5, D#5, F5, F#5",5.0,3.2
616,0.08520699,1308.0473482432883,2696.354191822836,0.30642238,G#,-287.85788,G#,arabic,Arabic,G# Arabic,1.5978304147720337,0.0947382684264864,"G#4, A4, C5, C#5, D#5, E5, G5, G#5",5.0,3.5
617,0.26433733,3403.1575431925403,6723.185208776082,0.5972092,F#,-0.5793697,F#,major,Neapolitan Major,F# Neapolitan Major,1.265966296195984,0.0864320088710103,"F#4, G4, A4, B4, C#5, D#5, F5, F#5",3.0,6.5
620,0.19371088,1822.0857306906732,4430.176422732322,0.50637496,G,-99.4041,G,minor,Harmonic Minor,G Harmonic Minor,1.2912168502807615,0.0914947646004813,"G4, A4, B-4, C5, D5, E-5, F#5, G5",4.4,5.8
621,0.021894779,1217.592832035149,2337.872399355197,0.22874635,G#,-355.39728,G#,major,Major Pentatonic,G# Major Pentatonic,2.0041658878326416,0.0957155436277389,"G#4, A#4, C5, D#5, F5, G#5",4.4,2.9
622,0.12418268,1069.8463016063602,2229.1247313321096,0.38742766,C#,-199.6792,C#,minor,Hungarian Minor,C# Hungarian Minor,1.4057896137237549,0.0926487179739134,"C#4, D#4, E4, G4, G#4, A4, C5, C#5",5.0,4.5
623,0.088128686,1710.9230602995551,3453.1488100032216,0.2726346,C#,-170.31937,C#,phrygian,Phrygian,C# Phrygian,1.8269487619400024,0.0998085103929042,"C#4, D4, E4, F#4, G#4, A4, B4, C#5",5.9,3.8
625,0.04181135,942.9191176440776,1668.3961281636398,0.34593678,C,-382.0148,C,minor,Hungarian Minor,C Hungarian Minor,1.4230951070785522,0.0894886595862252,"C4, D4, D#4, F#4, G4, G#4, B4, C5",4.4,3.1
628,0.15467422,1074.8107563164629,2023.377804409776,0.31578994,D,-186.11418,D,arabic,Arabic,D Arabic,1.351482629776001,0.0896489034805979,"D4, D#4, F#4, G4, A4, A#4, C#5, D5",6.8,4.9
629,0.23193324,2673.965353002245,5927.247251530283,0.39457595,G,-10.471293,G,phrygian,Phrygian,G Phrygian,1.3291150331497192,0.0921473503112793,"G4, A-4, B-4, C5, D5, E-5, F5, G5",7.6,7.4
631,0.26627502,2214.7081100548216,5003.513210007728,0.4486207,F,-24.924366,F,arabic,Arabic,F Arabic,1.1327234506607056,0.0871652524386133,"F4, F#4, A4, A#4, C5, C#5, E5, F5",3.1,7.6
632,0.21870655,2130.191889387721,5045.157344857442,0.37905538,D#,-76.78938,D#,minor,Minor Pentatonic,D# Minor Pentatonic,1.5792213678359983,0.0932848639786243,"D#4, F#4, G#4, A#4, C#5, D#5",5.4,4.2
634,0.06314542,2060.469093878105,4954.971978542793,0.4336968,D,-251.41449,D,blues,Blues,D Blues,1.2858331203460691,0.0901442145307858,"D4, F4, G4, G#4, A4, C5, D5",5.8,4.7
635,0.17185871,2503.295097457033,5440.839141892871,0.4403055,E,-71.7345,E,major,Major Pentatonic,E Major Pentatonic,1.2123969793319702,0.0919443771243095,"E4, F#4, G#4, B4, C#5, E5",7.6,6.6
637,0.069650665,708.2911264431293,989.9338216648956,0.19058104,A,-348.0586,A,minor,Minor Pentatonic,A Minor Pentatonic,2.8612897396087646,0.1114409528672695,"A4, C5, D5, E5, G5, A5",3.6,2.2
638,0.039167505,555.022752483887,892.740420027531,0.2732118,B,-389.71106,B,locrian,Locrian,B Locrian,1.844045162200928,0.1083854330437524,"B4, C5, D5, E5, F5, G5, A5, B5",4.4,3.2
639,0.13757692,3166.703631384248,6816.69063607442,0.3572675,F#,-91.54844,F#,minor,Neapolitan Minor,F# Neapolitan Minor,2.1686995029449463,0.0962924818907465,"F#4, G4, A4, B4, C#5, D5, F5, F#5",6.3,6.1
640,0.20571482,2177.342950286588,4913.264571459621,0.40280098,D,-80.916824,D,minor,Minor Pentatonic,D Minor Pentatonic,1.2161123752593994,0.0902622044086456,"D4, F4, G4, A4, C5, D5",7.8,7.6
643,0.1032979,2242.418727544577,4816.661200769169,0.2663671,C,-191.43471,C,minor,Minor Pentatonic,C Minor Pentatonic,1.6003812551498413,0.0953451357781887,"C4, D#4, F4, G4, A#4, C5",4.2,3.5
644,0.082935035,2277.3069246382315,5580.899260106743,0.3678357,C,-180.72627,C,minor,Minor Pentatonic,C Minor Pentatonic,1.3294116258621216,0.0931688383221626,"C4, D#4, F4, G4, A#4, C5",5.6,4.3
645,0.13480748,1817.5750311358795,4142.455500966495,0.36177135,G#,-130.28894,G#,locrian,Locrian,G# Locrian,1.2151120901107788,0.0925772924508367,"G#4, A4, B4, C#5, D5, E5, F#5, G#5",5.7,4.6
646,0.13658534,307.33244600733303,433.9201135650116,0.37770525,G,-373.44565,G,enigmatic,Enigmatic,G Enigmatic,1.5704020261764526,0.0919240691832133,"G4, G#4, B4, C#5, D#5, F5, F#5, G5",3.8,3.1
647,0.15164483,2027.365450985929,4660.707056909293,0.38647416,F#,-157.95132,F#,minor,Minor Pentatonic,F# Minor Pentatonic,1.4181138277053833,0.0959318578243255,"F#4, A4, B4, C#5, E5, F#5",5.8,3.0
648,0.13883767,1173.2681881956078,2085.170664485124,0.2609699,D,-201.66512,D,minor,Neapolitan Minor,D Neapolitan Minor,1.5449527502059937,0.0961806188736643,"D4, D#4, F4, G4, A4, A#4, C#5, D5",6.8,5.1
649,0.13570856,2103.630443035098,4868.29094011759,0.2709094,E,-160.76453,E,enigmatic,Enigmatic,E Enigmatic,1.793459415435791,0.0956763390983854,"E4, F4, G#4, A#4, C5, D5, D#5, E5",6.7,6.2
650,0.16806486,2642.083049868746,5516.146215065239,0.3824738,F#,-45.427223,F#,major,Neapolitan Major,F# Neapolitan Major,1.8194429874420168,0.091575448002134,"F#4, G4, A4, B4, C#5, D#5, F5, F#5",4.2,6.0
651,0.14307457,2147.1731085449715,4771.834360208172,0.36553922,A,-100.6479,A,major,Major Pentatonic,A Major Pentatonic,1.8217806816101076,0.0930519595742225,"A4, B4, C#5, E5, F#5, A5",7.1,6.4
652,0.15588452,1340.1686550970328,3117.4195342702965,0.37667227,B,-246.76933,B,enigmatic,Enigmatic,B Enigmatic,1.4144409894943235,0.0903052096920354,"B4, C5, D#5, F5, G5, A5, A#5, B5",4.3,3.2
653,0.27492827,2631.6251782055674,6338.764522591817,0.45216656,A,-83.77534,A,major,Neapolitan Major,A Neapolitan Major,1.394917130470276,0.088200000247785,"A4, A#4, C5, D5, E5, F#5, G#5, A5",6.5,5.3
654,0.17693563,3150.550395028124,7064.327281262075,0.27441108,D,-120.996735,D,enigmatic,Enigmatic,D Enigmatic,1.289555549621582,0.0894197576812335,"D4, D#4, F#4, G#4, A#4, C5, C#5, D5",4.4,5.1
656,0.032906715,647.6782769873549,1087.9037942547334,0.24152233,G,-382.59494,G,major,Major Pentatonic,G Major Pentatonic,1.5505528450012207,0.0965731225907802,"G4, A4, B4, D5, E5, G5",4.1,2.6
657,0.18730031,1796.3190882182168,4175.405680967446,0.36860573,G,-88.80021,G,minor,Minor Pentatonic,G Minor Pentatonic,1.5364363193511963,0.1030795723199844,"G4, A#4, C5, D5, F5, G5",5.6,5.1
658,0.10171864,1707.9317961239117,4455.191977589401,0.3563248,A#,-236.24287,A#,enigmatic,Enigmatic,A# Enigmatic,1.8574851751327517,0.0952203651624066,"A#4, B4, D5, E5, F#5, G#5, A5, A#5",5.7,4.4
660,0.06608298,1051.1037890921668,1937.8274201241304,0.23725925,A#,-280.56232,A#,major,Major Pentatonic,A# Major Pentatonic,3.1167240142822266,0.1089617624878883,"A#4, C5, D5, F5, G5, A#5",2.8,2.1
661,0.0087060295,3253.6851313685543,5391.532433346213,0.37958428,D,-367.16748,D,enigmatic,Enigmatic,D Enigmatic,2.0147671699523926,0.1009269894233771,"D4, D#4, F#4, G#4, A#4, C5, C#5, D5",2.8,2.2
662,0.12990081,1319.2641753339574,2422.840355426488,0.25114107,D,-204.25455,D,arabic,Arabic,D Arabic,1.4284019470214844,0.097759444798742,"D4, D#4, F#4, G4, A4, A#4, C#5, D5",5.1,5.9
663,0.105287686,1955.7536343086197,4506.080686401178,0.4732525,B,-201.9564,B,major,Major Pentatonic,B Major Pentatonic,1.4844746589660645,0.0914540477097034,"B4, C#5, D#5, F#5, G#5, B5",4.3,3.3
664,0.29857764,2596.9349026814966,6116.650013282458,0.45267606,D#,-2.7526002,D#,major,Neapolitan Major,D# Neapolitan Major,1.63304603099823,0.0905579419008323,"D#4, E4, F#4, G#4, A#4, C5, D5, D#5",6.6,7.0
665,0.15070349,1268.1413561950972,2454.163899488022,0.28651264,E,-172.5293,E,blues,Blues,E Blues,1.2320986986160278,0.0923181362450122,"E4, G4, A4, A#4, B4, D5, E5",6.2,5.7
666,0.11086134,2078.852455457596,4430.778431056701,0.37221885,D,-151.44359,D,major,Neapolitan Major,D Neapolitan Major,1.348848581314087,0.0887306087783404,"D4, D#4, F4, G4, A4, B4, C#5, D5",5.0,5.3
667,0.0608399,1494.351343749779,3123.9563459959427,0.32500303,G#,-264.16,G#,minor,Neapolitan Minor,G# Neapolitan Minor,1.5748413801193235,0.0941964845572199,"G#4, A4, B4, C#5, D#5, E5, G5, G#5",4.9,4.2
668,0.17178094,1749.826635433415,3691.8843251651097,0.44902185,E,-166.52235,E,minor,Neapolitan Minor,E Neapolitan Minor,1.279180884361267,0.0886277492557253,"E4, F4, G4, A4, B4, C5, D#5, E5",5.3,5.0
671,0.05123637,1011.2216629039908,1616.9261148208077,0.20884678,D,-356.09988,D,arabic,Arabic,D Arabic,1.464982509613037,0.094587073794433,"D4, D#4, F#4, G4, A4, A#4, C#5, D5",3.7,3.1
672,0.099065706,902.0889596046744,1814.4165542445232,0.37262076,E,-289.67877,E,arabic,Arabic,E Arabic,1.9126873016357424,0.0962222229157175,"E4, F4, G#4, A4, B4, C5, D#5, E5",6.3,4.4
