track_id,rms,spectral,rolloff,Chromatic scale,Predominant Key,MFCC,key,mode,scale_name,key_full,key_correlation,scale_correlation,scale_pitches
332,0.25047988,2176.532844193413,5332.884685628381,0.47690618,D,-72.45622,D,dorian,Dorian,D Dorian,1.1962846517562866,0.08680123410054616,"D4, E4, F4, G4, A4, B4, C5, D5"
333,0.1091881,2032.9357205317374,3825.684323654961,0.47896287,C,-81.946434,C,major,Major Pentatonic,C Major Pentatonic,1.4716001749038696,0.09348469823598862,"C4, D4, E4, G4, A4, C5"
334,0.13677786,1083.3988083290521,1930.45166015625,0.34704027,E,-215.4617,E,arabic,Arabic,E Arabic,1.4863046407699585,0.09033957975251335,"E4, F4, G#4, A4, B4, C5, D#5, E5"
335,0.1650492,2177.0275590638353,4691.7408736710695,0.38446057,E,-55.437458,E,major,Major Pentatonic,E Major Pentatonic,1.6244921684265137,0.09810775369405747,"E4, F#4, G#4, B4, C#5, E5"
336,0.17075834,2245.919626155585,4864.052160814335,0.35128418,G,-76.03374,G,major,Major Pentatonic,G Major Pentatonic,1.7001863718032837,0.09663652405142784,"G4, A4, B4, D5, E5, G5"
338,0.056955073,1650.6077830113854,3866.0868284874355,0.3830624,G#,-264.85233,G#,minor,Neapolitan Minor,G# Neapolitan Minor,1.4440906047821045,0.09236554109624454,"G#4, A4, B4, C#5, D#5, E5, G5, G#5"
339,0.2323088,1727.814681040983,3855.9188441846986,0.4239658,D,-54.220856,D,major,Major Pentatonic,D Major Pentatonic,1.4320409297943115,0.09238841831684112,"D4, E4, F#4, A4, B4, D5"
340,0.029524254,1723.719892845101,3388.4453185374805,0.36106667,G,-327.77704,G,minor,Minor Pentatonic,G Minor Pentatonic,1.46660578250885,0.08880725055932999,"G4, A#4, C5, D5, F5, G5"
341,0.059939496,1099.4141132879186,2033.994638717156,0.2641793,A,-314.90894,A,arabic,Arabic,A Arabic,2.1889266967773438,0.09850037683333669,"A4, A#4, C#5, D5, E5, F5, G#5, A5"
342,0.19232006,1043.670332683591,2066.477492272025,0.32102472,G,-205.56093,G,arabic,Arabic,G Arabic,2.5922629833221436,0.10979313403367996,"G4, G#4, B4, C5, D5, D#5, F#5, G5"
343,0.21818407,1515.7376940857941,3140.728671673647,0.32612276,G,-76.94731,G,major,Major Pentatonic,G Major Pentatonic,1.7472351789474487,0.10285157710313797,"G4, A4, B4, D5, E5, G5"
344,0.1424517,1072.2753736137583,1937.0231144947836,0.25085106,A,-217.76544,A,arabic,Arabic,A Arabic,2.219306707382202,0.10227312200835773,"A4, A#4, C#5, D5, E5, F5, G#5, A5"
345,0.30345842,2195.112171133809,4538.790964306414,0.4346847,B,28.44423,B,major,Major,B Major,1.483897089958191,0.09012548519032341,"B4, C#5, D#5, E5, F#5, G#5, A#5, B5"
346,0.26886988,1717.6003528011422,4175.217085164702,0.43520638,G#,-92.29788,G#,minor,Minor Pentatonic,G# Minor Pentatonic,1.4157249927520752,0.08953743577003478,"G#4, B4, C#5, D#5, F#5, G#5"
347,0.1198944,1408.3499209311872,2675.2645003666516,0.32481143,B,-166.85498,B,major,Major Pentatonic,B Major Pentatonic,1.7093347311019897,0.10178049951791764,"B4, C#5, D#5, F#5, G#5, B5"
348,0.16466649,2727.1858960858,5860.814259925618,0.31990772,E,-75.71621,E,major,Major,E Major,1.5843226909637451,0.09528293247733798,"E4, F#4, G#4, A4, B4, C#5, D#5, E5"
349,0.14395607,1733.4196485588054,3682.566219998389,0.30596977,G,-128.35263,G,arabic,Arabic,G Arabic,2.2063422203063965,0.1024243336703096,"G4, G#4, B4, C5, D5, D#5, F#5, G5"
350,0.23135269,2230.871980112638,5685.436804180352,0.31534696,D,-84.9063,D,minor,Minor Pentatonic,D Minor Pentatonic,1.8834666013717651,0.10183611661195754,"D4, F4, G4, A4, C5, D5"
352,0.2524521,1651.276674187488,3054.641841552357,0.24848351,E,-111.97248,E,minor,Minor Pentatonic,E Minor Pentatonic,2.0581321716308594,0.09959079772233963,"E4, G4, A4, B4, D5, E5"
353,0.07418641,1340.6715288362477,2697.6410808297915,0.30913693,A,-227.3248,A,mixolydian,Mixolydian,A Mixolydian,1.3103675842285156,0.09372806921601295,"A4, B4, C#5, D5, E5, F#5, G5, A5"
354,0.24593869,2159.134127147269,3746.860590669298,0.39012584,C,-19.459633,C,major,Major Pentatonic,C Major Pentatonic,1.5591822862625122,0.09740671217441559,"C4, D4, E4, G4, A4, C5"
355,0.11770741,1889.24501118385,3533.425568428806,0.27081618,D#,-171.17383,D#,major,Major Pentatonic,D# Major Pentatonic,1.4858012199401855,0.09424770921468735,"D#4, F4, G4, A#4, C5, D#5"
356,0.29384142,1056.8769518567617,2179.8346635915764,0.41559348,G#,-141.64581,G#,blues,Blues,G# Blues,1.4205482006072998,0.09241917729377747,"G#4, B4, C#5, D5, D#5, F#5, G#5"
357,0.20486644,2002.1756068244165,4144.3761244807765,0.37439775,A#,-60.167503,A#,major,Major Pentatonic,A# Major Pentatonic,1.3692516088485718,0.09505207985639572,"A#4, C5, D5, F5, G5, A#5"
358,0.076316185,2166.816839103996,4098.723119362114,0.33778626,E,-155.02982,E,phrygian,Phrygian,E Phrygian,1.4141179323196411,0.09342242138726371,"E4, F4, G4, A4, B4, C5, D5, E5"
359,0.051536642,1379.5270409591535,3079.5697691267387,0.3781299,G,-302.32074,G,arabic,Arabic,G Arabic,1.8059685230255127,0.09602390974760056,"G4, G#4, B4, C5, D5, D#5, F#5, G5"
360,0.2109542,1228.5994958855115,2639.537819144652,0.3866298,A#,-156.99823,A#,minor,Minor Pentatonic,A# Minor Pentatonic,1.5561894178390503,0.09013271629810334,"A#4, C#5, D#5, F5, G#5, A#5"
361,0.17416774,970.3994272937072,1584.9769450708764,0.21966836,F,-195.88252,F,major,Major,F Major,1.5812016725540161,0.09550597092935018,"F4, G4, A4, B-4, C5, D5, E5, F5"
362,0.17258132,1210.5629803793959,2694.379482829405,0.36106566,A#,-204.94081,A#,dorian,Dorian,A# Dorian,1.3300970792770386,0.08873018994927406,"A#4, B#4, C#5, D#5, E#5, F##5, G#5, A#5"
364,0.22073454,1343.8983650456396,3149.2836529173105,0.3970717,A#,-150.3516,A#,arabic,Arabic,A# Arabic,1.2523480653762817,0.08749215730598994,"A#4, B4, D5, D#5, F5, F#5, A5, A#5"
365,0.13022617,1589.396142294855,3250.7089516551223,0.2544438,A,-126.810455,A,major,Major Pentatonic,A Major Pentatonic,2.937887191772461,0.11442099884152412,"A4, B4, C#5, E5, F#5, A5"
366,0.20999871,2124.5925243233046,4236.078060097083,0.43124476,G,-15.951653,G,mixolydian,Mixolydian,G Mixolydian,1.4407099485397339,0.09192651084491185,"G4, A4, B4, C5, D5, E5, F5, G5"
367,0.06512538,986.7738498192327,1778.2864648739373,0.29403824,C,-277.28323,C,major,Major Pentatonic,C Major Pentatonic,2.0193262100219727,0.10550766885280609,"C4, D4, E4, G4, A4, C5"
368,0.065038465,1397.8371381292518,2525.445141349871,0.35931078,G,-225.45947,G,minor,Neapolitan Minor,G Neapolitan Minor,1.425248146057129,0.09209811847124781,"G4, G#4, A#4, C5, D5, D#5, F#5, G5"
369,0.11086956,1702.2127742077223,3491.7847245701314,0.24799415,B,-252.64171,B,enigmatic,Enigmatic,B Enigmatic,2.710831642150879,0.10570622102490493,"B4, C5, D#5, F5, G5, A5, A#5, B5"
370,0.106639445,814.6159062283444,1630.207771222616,0.3159044,C,-290.04105,C,major,Major,C Major,1.4953222274780273,0.09372590588671821,"C4, D4, E4, F4, G4, A4, B4, C5"
371,0.12211712,1665.6555440356904,3145.622675569938,0.32732344,D#,-138.86224,D#,major,Major Pentatonic,D# Major Pentatonic,1.58602774143219,0.09972694516181946,"D#4, F4, G4, A#4, C5, D#5"
372,0.032336276,1985.9515418727594,4180.947069406878,0.29770452,B,-251.69504,B,major,Major Pentatonic,B Major Pentatonic,1.5096180438995361,0.10220316797494888,"B4, C#5, D#5, F#5, G#5, B5"
374,0.27806023,2513.874300175574,4649.296044418492,0.5336311,B,30.260235,B,minor,Minor Pentatonic,B Minor Pentatonic,1.2959442138671875,0.08945001065731048,"B4, D5, E5, F#5, A5, B5"
375,0.10414413,1562.3845120024416,3487.6799923927742,0.28029406,A,-275.8636,A,arabic,Arabic,A Arabic,2.103037118911743,0.1017046400478908,"A4, A#4, C#5, D5, E5, F5, G#5, A5"
376,0.22148904,1462.9732651909603,3212.657389574478,0.41713667,D,-152.45647,D,major,Neapolitan Major,D Neapolitan Major,1.633498191833496,0.08977630628006798,"D4, D#4, F4, G4, A4, B4, C#5, D5"
378,0.14604132,1716.8591522662744,4063.1634436582303,0.39118662,D#,-159.46611,D#,major,Major,D# Major,1.3123971223831177,0.09330112593514579,"D#4, E#4, F##4, G#4, A#4, B#4, C##5, D#5"
379,0.09695617,650.3853540797229,1337.698934988408,0.28378683,D,-283.05655,D,minor,Neapolitan Minor,D Neapolitan Minor,2.382807493209839,0.10462492172207151,"D4, D#4, F4, G4, A4, A#4, C#5, D5"
380,0.32425985,1690.3878788703962,3664.2851965206187,0.3715199,A#,-32.218994,A#,minor,Neapolitan Minor,A# Neapolitan Minor,1.4476203918457031,0.09598933798926217,"A#4, B4, C#5, D#5, F5, F#5, A5, A#5"
381,0.24319455,2132.0507778336746,4336.048986690561,0.48666272,D#,-120.297035,D#,major,Major Pentatonic,D# Major Pentatonic,1.3615738153457642,0.08813133612275123,"D#4, F4, G4, A#4, C5, D#5"
383,0.24000712,788.341403954545,1403.590980305738,0.32271388,F,-228.16293,F,enigmatic,Enigmatic,F Enigmatic,1.9797626733779907,0.09812438221914428,"F4, F#4, A4, B4, C#5, D#5, E5, F5"
384,0.306501,1815.984710036999,4780.121481658134,0.5969995,C,-166.17924,C,major,Neapolitan Major,C Neapolitan Major,1.1177823543548584,0.0849529110959598,"C4, C#4, D#4, F4, G4, A4, B4, C5"
386,0.22303665,1591.8504260539955,3402.845162770479,0.36452413,E,-103.346664,E,minor,Minor Pentatonic,E Minor Pentatonic,1.8395048379898071,0.09640425443649292,"E4, G4, A4, B4, D5, E5"
387,0.14897908,1572.7519671944021,3547.6867392774343,0.42295966,G#,-204.57532,G#,major,Major Pentatonic,G# Major Pentatonic,1.5738763809204102,0.09171036034822463,"G#4, A#4, C5, D#5, F5, G#5"
390,0.22838642,2389.101865035731,4810.573076071199,0.49048615,D,-33.11531,D,major,Major Pentatonic,D Major Pentatonic,1.2672836780548096,0.08780401796102524,"D4, E4, F#4, A4, B4, D5"
391,0.22126944,2640.9302317396437,5712.417097843412,0.3537679,A#,-53.929974,A#,major,Major Pentatonic,A# Major Pentatonic,1.5478031635284424,0.0972621500492096,"A#4, C5, D5, F5, G5, A#5"
392,0.07513341,1430.717036752307,3070.8555336529175,0.39677995,D,-233.60487,D,arabic,Arabic,D Arabic,1.6174436807632446,0.09330985588686806,"D4, D#4, F#4, G4, A4, A#4, C#5, D5"
393,0.19791558,2044.0085926365996,4611.69618586904,0.38270494,G,-142.81027,G,major,Major Pentatonic,G Major Pentatonic,1.1925404071807861,0.09070682227611541,"G4, A4, B4, D5, E5, G5"
395,0.17234454,3463.095250222863,6487.787607723904,0.49785203,G,-108.72153,G,minor,Minor Pentatonic,G Minor Pentatonic,1.3015942573547363,0.08883107900619507,"G4, A#4, C5, D5, F5, G5"
397,0.206236,2009.524188622142,4640.915854542526,0.39635846,B,-78.88174,B,minor,Minor Pentatonic,B Minor Pentatonic,1.3685929775238037,0.09259883761405945,"B4, D5, E5, F#5, A5, B5"
399,0.24973322,1990.6611375621183,4524.385573138041,0.3530701,C#,-76.55652,C#,minor,Minor Pentatonic,C# Minor Pentatonic,1.8342691659927368,0.09956612586975097,"C#4, E4, F#4, G#4, B4, C#5"
400,0.09792812,2581.4029583647252,5129.364378624356,0.39266786,F#,-198.68808,F#,minor,Minor Pentatonic,F# Minor Pentatonic,1.5539029836654663,0.09481158703565598,"F#4, A4, B4, C#5, E5, F#5"
401,0.17507112,1935.9736996797606,4119.132957045352,0.4669436,F#,-136.3076,F#,minor,Minor Pentatonic,F# Minor Pentatonic,1.4085294008255005,0.09181842654943466,"F#4, A4, B4, C#5, E5, F#5"
402,0.20300448,2154.3361044559438,4399.329915113021,0.37969312,A#,-69.58479,A#,major,Major Pentatonic,A# Major Pentatonic,1.6355329751968384,0.09357910305261612,"A#4, C5, D5, F5, G5, A#5"
403,0.12358657,1559.1126338073807,3277.9614597420787,0.35919288,F,-116.663765,F,minor,Minor Pentatonic,F Minor Pentatonic,1.8330209255218506,0.10513458773493767,"F4, G#4, A#4, C5, D#5, F5"
404,0.1857902,2768.5948817456847,5742.437112091866,0.6156642,A,-138.4141,A,enigmatic,Enigmatic,A Enigmatic,1.1934183835983276,0.08672443883759635,"A4, A#4, C#5, D#5, F5, G5, G#5, A5"
405,0.21121724,2271.1779615222586,5634.005619385143,0.47524863,F,-88.77813,F,enigmatic,Enigmatic,F Enigmatic,1.4765561819076538,0.09001880884170532,"F4, F#4, A4, B4, C#5, D#5, E5, F5"
406,0.14007418,2370.435989509495,5148.254941677937,0.6040031,B,-140.08415,B,minor,Melodic Minor,B Melodic Minor,1.1228541135787964,0.08470108785799571,"B4, C#5, D5, E5, F#5, G#5, A#5, B5"
407,0.20960626,1985.7019792140156,4052.374654354231,0.4870253,B,-170.07114,B,enigmatic,Enigmatic,B Enigmatic,1.2961721420288086,0.08733223272221428,"B4, C5, D#5, F5, G5, A5, A#5, B5"
408,0.3752326,2449.2929640123125,5829.363136350464,0.45811868,E,47.296116,E,major,Major Pentatonic,E Major Pentatonic,1.5291917324066162,0.09091891646385193,"E4, F#4, G#4, B4, C#5, E5"
410,0.0557051,1374.1940792823086,2944.3243908181994,0.4438022,C,-259.3345,C,minor,Neapolitan Minor,C Neapolitan Minor,1.7981969118118286,0.09418871040855135,"C4, C#4, D#4, F4, G4, G#4, B4, C5"
415,0.2865342,2515.5568613369746,5551.143219937983,0.54806507,A#,-55.372543,A#,major,Major Pentatonic,A# Major Pentatonic,1.1667749881744385,0.08770016133785248,"A#4, C5, D5, F5, G5, A#5"
416,0.27815002,1997.8002129232234,4709.492353530719,0.52399737,D#,-91.062454,D#,major,Major Pentatonic,D# Major Pentatonic,1.1014562845230103,0.08847228586673736,"D#4, F4, G4, A#4, C5, D#5"
419,0.07399775,1118.3827069155989,1865.1847544556608,0.27077624,C,-251.49907,C,minor,Melodic Minor,C Melodic Minor,2.6192643642425537,0.10419040346252066,"C4, D4, E-4, F4, G4, A4, B4, C5"
420,0.1367642,2298.448832383505,4750.567409981163,0.37181523,F,-146.68138,F,phrygian,Phrygian,F Phrygian,1.6446932554244995,0.10124474870307106,"F4, G-4, A-4, B-4, C5, D-5, E-5, F5"
422,0.03994336,1099.1646715963798,1992.4425458244784,0.2964761,C,-349.7209,C,major,Major Pentatonic,C Major Pentatonic,1.7088475227355957,0.10372490137815475,"C4, D4, E4, G4, A4, C5"
423,0.5269739,1450.925277675744,3289.1107998454404,0.49087062,D#,-33.529945,D#,major,Major Pentatonic,D# Major Pentatonic,1.1623209714889526,0.08747874349355697,"D#4, F4, G4, A#4, C5, D#5"
425,0.17972805,2957.2494968330684,6162.844891083849,0.40569124,B,-60.77624,B,phrygian,Phrygian,B Phrygian,1.2393908500671387,0.09033236120428358,"B4, C5, D5, E5, F#5, G5, A5, B5"
426,0.2599193,2200.307385193698,4985.019727468122,0.36812034,C,-62.106853,C,major,Major Pentatonic,C Major Pentatonic,1.9061421155929565,0.10551332160830498,"C4, D4, E4, G4, A4, C5"
427,0.20635213,2618.71705340183,6298.434165089401,0.5205833,G,-60.791615,G,major,Major Pentatonic,G Major Pentatonic,1.363787055015564,0.09328771606087685,"G4, A4, B4, D5, E5, G5"
428,0.16374071,2148.0785137588036,4828.551774415572,0.4893219,G,-134.56577,G,major,Neapolitan Major,G Neapolitan Major,1.191381573677063,0.08567017849002566,"G4, G#4, A#4, C5, D5, E5, F#5, G5"
429,0.060134668,350.51467912477926,629.8101363263138,0.32395172,G#,-405.5741,G#,major,Major Pentatonic,G# Major Pentatonic,1.5695648193359375,0.09846642315387726,"G#4, A#4, C5, D#5, F5, G#5"
430,0.22647868,907.438368935498,1512.7019697366302,0.3306742,D,-182.66794,D,minor,Neapolitan Minor,D Neapolitan Minor,2.4740965366363525,0.10057397772158895,"D4, D#4, F4, G4, A4, A#4, C#5, D5"
431,0.23504278,2276.9381878670956,4500.855687721489,0.4223256,G,-51.029613,G,minor,Minor Pentatonic,G Minor Pentatonic,1.8411853313446045,0.09547962397336959,"G4, A#4, C5, D5, F5, G5"
432,0.2504292,1598.7636287050868,3760.5408344072166,0.43804038,D#,-125.1673,D#,minor,Neapolitan Minor,D# Neapolitan Minor,1.8266794681549072,0.09387265677962985,"D#4, E4, F#4, G#4, A#4, B4, D5, D#5"
435,0.19786711,2609.434310576675,4970.762628763068,0.3798472,G,-183.57509,G,enigmatic,Enigmatic,G Enigmatic,1.5672023296356201,0.09007518632071358,"G4, G#4, B4, C#5, D#5, F5, F#5, G5"
436,0.19645531,2973.501767119155,6622.669192849208,0.43275422,D#,-93.83943,D#,major,Harmonic Major,D# Harmonic Major,1.3228094577789307,0.08796548524073192,"D#4, F4, G4, G#4, A#4, B4, D5, D#5"
437,0.16834591,1722.439953196149,3536.2267707930837,0.38151562,G,-57.530502,G,major,Major Pentatonic,G Major Pentatonic,1.3960492610931396,0.1022223487496376,"G4, A4, B4, D5, E5, G5"
440,0.29064268,2154.014629775891,4924.49156865823,0.39003843,E,-44.6544,E,major,Major Pentatonic,E Major Pentatonic,1.378211259841919,0.09554997682571412,"E4, F#4, G#4, B4, C#5, E5"
441,0.12863421,2476.0011300556707,5543.034969998389,0.4400029,B,-75.70002,B,minor,Neapolitan Minor,B Neapolitan Minor,1.351631760597229,0.09176962875894137,"B4, C5, D5, E5, F#5, G5, A#5, B5"
442,0.15667461,1146.742437947487,2067.3040456870167,0.39134946,F#,-176.35947,F#,minor,Minor Pentatonic,F# Minor Pentatonic,1.982102870941162,0.09526501595973969,"F#4, A4, B4, C#5, E5, F#5"
444,0.099584,685.4170285294061,1122.451511658344,0.40926623,D#,-241.36572,D#,minor,Neapolitan Minor,D# Neapolitan Minor,1.7244774103164673,0.09483909553715161,"D#4, E4, F#4, G#4, A#4, B4, D5, D#5"
445,0.10999662,494.16665237948325,702.6025692499034,0.1797718,F,-384.27338,F,major,Major Pentatonic,F Major Pentatonic,1.7674779891967773,0.10587175190448761,"F4, G4, A4, C5, D5, F5"
448,0.25347012,2056.4669841350574,4633.906463937661,0.43080175,G,-83.378204,G,minor,Minor Pentatonic,G Minor Pentatonic,1.1119016408920288,0.08729110658168793,"G4, A#4, C5, D5, F5, G5"
449,0.012557393,1722.7818986323957,3293.9196525652383,0.27623284,C,-399.12756,C,major,Major Pentatonic,C Major Pentatonic,1.7571169137954712,0.10728400647640228,"C4, D4, E4, G4, A4, C5"
450,0.20806655,462.75672322076775,779.6273138644706,0.5060327,D,-309.8687,D,minor,Neapolitan Minor,D Neapolitan Minor,1.3506929874420166,0.08754180797508784,"D4, D#4, F4, G4, A4, A#4, C#5, D5"
451,0.17226848,1077.7294973416087,2210.7366405646253,0.45297205,C,-159.6613,C,blues,Blues,C Blues,1.4636181592941284,0.09095670841634274,"C4, D#4, F4, F#4, G4, A#4, C5"
452,0.18430696,1415.999734489637,2881.399955926391,0.3512853,G,-132.3019,G,arabic,Arabic,G Arabic,1.7473198175430298,0.10307951377970832,"G4, G#4, B4, C5, D5, D#5, F#5, G5"
453,0.23555902,2441.401514770753,5365.778012400985,0.43442136,A,-113.159004,A,minor,Hungarian Minor,A Hungarian Minor,1.7828342914581299,0.09635999479464122,"A4, B4, C5, D#5, E5, F5, G#5, A5"
454,0.15529971,2061.8187807437353,5148.377974991946,0.60251623,C,-137.15393,C,major,Major Pentatonic,C Major Pentatonic,1.1629811525344849,0.08678831607103348,"C4, D4, E4, G4, A4, C5"
455,0.23817341,2949.374026484767,5721.342116861476,0.5213362,D,-16.336409,D,minor,Minor Pentatonic,D Minor Pentatonic,1.2358051538467407,0.09526489078998565,"D4, F4, G4, A4, C5, D5"
456,0.16794105,3938.052861201879,7233.3701368093125,0.6291378,D,-10.889616,D,minor,Hungarian Minor,D Hungarian Minor,1.1414467096328735,0.08546976745128632,"D4, E4, F4, G#4, A4, A#4, C#5, D5"
458,0.11025249,3279.076621976106,7340.79208727782,0.5739731,C,-154.1815,C,major,Major Pentatonic,C Major Pentatonic,1.322939157485962,0.08733800798654556,"C4, D4, E4, G4, A4, C5"
459,0.15042685,1377.678703970078,2912.4794348314335,0.33603233,D,-159.84264,D,minor,Minor Pentatonic,D Minor Pentatonic,1.5859956741333008,0.0919706642627716,"D4, F4, G4, A4, C5, D5"
460,0.16267288,1198.2837879867639,2269.6450942450733,0.3325976,D,-139.4314,D,minor,Neapolitan Minor,D Neapolitan Minor,2.0870797634124756,0.10163083672523499,"D4, D#4, F4, G4, A4, A#4, C#5, D5"
461,0.1560202,1944.7805876049954,4527.269979532941,0.41783717,F#,-121.504776,F#,lydian,Lydian,F# Lydian,1.2971848249435425,0.08936587933983121,"F#4, G#4, A#4, B#4, C#5, D#5, E#5, F#5"
462,0.23052485,1323.3542118994533,2854.2865358143354,0.4640705,C,-97.15623,C,minor,Minor Pentatonic,C Minor Pentatonic,1.5827367305755615,0.09206202775239944,"C4, D#4, F4, G4, A#4, C5"
463,0.34392145,2639.8327045243436,6199.144036176584,0.42967987,C,-29.653616,C,minor,Minor Pentatonic,C Minor Pentatonic,1.8179985284805298,0.10100433304905891,"C4, D#4, F4, G4, A#4, C5"
464,0.27214617,2141.3697391100095,4369.925610691171,0.302725,G#,-143.05371,G#,arabic,Arabic,G# Arabic,1.5890382528305054,0.09599876616682325,"G#4, A4, C5, C#5, D#5, E5, G5, G#5"
466,0.2454529,2897.3650710189686,6145.58282819745,0.5855427,B,-39.89311,B,major,Major Pentatonic,B Major Pentatonic,1.1674113273620605,0.08658012002706528,"B4, C#5, D#5, F#5, G#5, B5"
467,0.19324003,3158.5197373185297,6557.870414183312,0.4900455,C,-121.60425,C,minor,Minor Pentatonic,C Minor Pentatonic,1.2896332740783691,0.08915926665067672,"C4, D#4, F4, G4, A#4, C5"
468,0.051198687,624.5414232254483,1203.739353455219,0.45115668,F,-330.93436,F,arabic,Arabic,F Arabic,1.642162561416626,0.09417301043868065,"F4, F#4, A4, A#4, C5, C#5, E5, F5"
469,0.19630922,2106.9444964241884,4503.125553721005,0.51965266,F#,-218.58513,F#,enigmatic,Enigmatic,F# Enigmatic,1.1760828495025635,0.08666640307222094,"F#4, G4, A#4, C5, D5, E5, F5, F#5"
472,0.117546245,3106.9582857983773,6902.423331542214,0.52441955,A,-122.64743,A,locrian,Locrian,A Locrian,1.3082855939865112,0.08801182678767613,"A4, B-4, C5, D5, E-5, F5, G5, A5"
473,0.29301,2998.538703699161,6470.477926970634,0.514753,F,-61.031227,F,major,Neapolitan Major,F Neapolitan Major,1.3733580112457275,0.08779482011284147,"F4, F#4, G#4, A#4, C5, D5, E5, F5"
475,0.2745192,2198.6452288621895,4918.400035740174,0.48444095,A#,-62.10362,A#,minor,Neapolitan Minor,A# Neapolitan Minor,1.3395434617996216,0.08878806233406067,"A#4, B4, C#5, D#5, F5, F#5, A5, A#5"
477,0.26119864,1735.543946154465,3303.710333751932,0.41101593,C,-128.26659,C,major,Major Pentatonic,C Major Pentatonic,1.5521560907363892,0.09895890802145005,"C4, D4, E4, G4, A4, C5"
478,0.04403315,982.9649567347373,1669.5724644611792,0.3576447,D,-298.6693,D,minor,Minor Pentatonic,D Minor Pentatonic,1.33622407913208,0.09241577908396721,"D4, F4, G4, A4, C5, D5"
479,0.21537311,1905.5554145286546,3993.6821565923,0.3007504,G,-171.8895,G,major,Major Pentatonic,G Major Pentatonic,2.060732126235962,0.09954355880618096,"G4, A4, B4, D5, E5, G5"
480,0.10117743,334.53499775074795,518.5728092783505,0.34754428,C,-354.4299,C,enigmatic,Enigmatic,C Enigmatic,2.1228554248809814,0.09906173976404327,"C4, C#4, E4, F#4, G#4, A#4, B4, C5"
481,0.08134815,1055.8835873754774,1994.2841283689143,0.28673366,G#,-231.10017,G#,locrian,Locrian,G# Locrian,1.9812297821044922,0.10541755599634987,"G#4, A4, B4, C#5, D5, E5, F#5, G#5"
482,0.049014337,1510.5948747771984,3208.880149605348,0.28133562,G,-277.3636,G,phrygian,Phrygian,G Phrygian,1.5512586832046509,0.1043630103979792,"G4, A-4, B-4, C5, D5, E-5, F5, G5"
484,0.15604408,2855.0617199061426,5782.424969208849,0.52508014,E,-180.99957,E,major,Major Pentatonic,E Major Pentatonic,1.086375117301941,0.08611864298582077,"E4, F#4, G#4, B4, C#5, E5"
485,0.11239828,614.2485493555922,1135.410282095683,0.28027877,C#,-277.543,C#,minor,Minor Pentatonic,C# Minor Pentatonic,1.6893961429595947,0.1022232361137867,"C#4, E4, F#4, G#4, B4, C#5"
486,0.36071283,1437.4700968192108,3116.0297753453438,0.4285472,A,-42.543026,A,minor,Minor Pentatonic,A Minor Pentatonic,1.6965737342834473,0.0988553673028946,"A4, C5, D5, E5, G5, A5"
487,0.18077223,1813.7160816734518,3890.903365593605,0.3943648,E,-151.63214,E,major,Major Pentatonic,E Major Pentatonic,1.7947344779968262,0.10186596214771271,"E4, F#4, G#4, B4, C#5, E5"
488,0.024168752,951.9793554682095,1482.118944406878,0.2449204,C#,-406.1073,C#,arabic,Arabic,C# Arabic,3.393110513687134,0.11895145502473627,"C#4, D4, F4, F#4, G#4, A4, C5, C#5"
489,0.12167976,2121.533707182832,4651.73766240823,0.32945806,E,-125.21224,E,minor,Minor Pentatonic,E Minor Pentatonic,1.5352954864501953,0.09956648200750351,"E4, G4, A4, B4, D5, E5"
490,0.06256828,1880.2903918358727,3924.7119367030527,0.4226865,F,-262.6953,F,arabic,Arabic,F Arabic,1.2622908353805542,0.08811188063451222,"F4, F#4, A4, A#4, C5, C#5, E5, F5"
492,0.16412093,1336.7383020287311,2718.483647611952,0.4263971,A,-169.83731,A,major,Major Pentatonic,A Major Pentatonic,1.3790324926376343,0.0920761376619339,"A4, B4, C#5, E5, F#5, A5"
493,0.1378286,986.6457452812061,1892.0041869928516,0.326156,G,-165.92732,G,major,Major Pentatonic,G Major Pentatonic,1.8617881536483765,0.10188163742423058,"G4, A4, B4, D5, E5, G5"
494,0.07200116,1618.900668989447,2857.9055880517076,0.36163247,C#,-321.1885,C#,minor,Minor Pentatonic,C# Minor Pentatonic,1.6870570182800293,0.09079221412539482,"C#4, E4, F#4, G#4, B4, C#5"
496,0.07350134,1956.3206851352702,4038.591094656089,0.44375956,A,-283.1839,A,blues,Blues,A Blues,1.3218307495117188,0.09221925586462021,"A4, C5, D5, D#5, E5, G5, A5"
497,0.16874287,2437.8065614812394,4907.189450608086,0.50616163,G#,-143.35132,G#,enigmatic,Enigmatic,G# Enigmatic,1.315476417541504,0.08942097159368652,"G#4, A4, C5, D5, E5, F#5, G5, G#5"
498,0.13386442,1184.6879961204065,2544.800823512365,0.41914195,C#,-171.26555,C#,major,Major Pentatonic,C# Major Pentatonic,1.6347485780715942,0.09377029091119767,"C#4, D#4, F4, G#4, A#4, C#5"
499,0.19478819,1233.8055348919152,2487.023944648377,0.39740244,B,-144.7672,B,major,Major,B Major,1.409786343574524,0.09176333461488996,"B4, C#5, D#5, E5, F#5, G#5, A#5, B5"
500,0.29455927,4498.6396514965,8002.581850032217,0.6415991,G#,-6.547133,G#,minor,Neapolitan Minor,G# Neapolitan Minor,1.1989619731903076,0.0863060759646552,"G#4, A4, B4, C#5, D#5, E5, G5, G#5"
